E,pt,eta,phi
63220.1,43492.8,-0.913719,-1.08262
656184.0,306216.0,-1.38975,0.0479352
80410.3,54692.0,-0.931365,-0.588499
38889.4,36453.3,0.320881,-2.63744
345608.0,26078.8,3.2757,2.66504
962288.0,169427.0,2.42119,-2.81326
97156.7,96107.8,0.0471556,2.28995
255751.0,158038.0,1.04163,2.01008
105043.0,30387.8,1.90837,2.99877
43674.8,35116.7,0.667669,-3.08267
35967.5,33792.4,-0.192501,-0.417204
227267.0,188593.0,-0.620192,0.412588
1222890.0,268791.0,-2.19524,-2.40184
467699.0,230665.0,1.33059,-0.719545
51273.8,23717.5,1.40094,-0.205832
64884.3,55358.7,-0.496971,-1.69186
608541.0,517799.0,0.555343,-2.93636
694520.0,558058.0,0.663822,2.29045
290803.0,210083.0,-0.84247,-1.79641
134409.0,30861.0,2.14801,-1.3312
115335.0,55952.7,1.34536,2.67037
39671.6,37515.7,-0.337417,-2.67564
75335.6,34248.2,1.42111,-2.1058
275076.0,173575.0,1.03161,2.79894
276554.0,88928.6,-1.80023,-2.817
212104.0,24290.3,-2.85626,2.09383
76734.1,74261.6,-0.242674,-1.80357
1437910.0,402195.0,1.94689,1.83836
1012140.0,570997.0,-1.17308,0.305533
784604.0,758164.0,0.147478,0.250393
1078400.0,514178.0,-1.36942,-2.15712
111687.0,33847.8,-1.85884,-0.0351873
1502140.0,646347.0,1.48487,0.130913
234772.0,175775.0,-0.796592,2.74282
82958.0,35074.0,1.50247,2.32953
342386.0,23442.1,3.37329,2.79962
197842.0,23832.7,2.80542,1.39752
31562.3,28323.5,0.392328,-0.24158
93767.0,52779.2,1.17001,-0.713942
41977.3,40366.2,-0.198449,0.839388
1162350.0,212705.0,2.38212,-2.10799
480078.0,405081.0,0.588474,0.538894
1094750.0,142059.0,-2.73078,0.488902
338316.0,24118.7,-3.33268,-2.95825
107940.0,85897.0,-0.672389,2.81459
608981.0,601469.0,-0.122353,1.67803
1052370.0,562431.0,-1.23557,-2.40079
1674970.0,717517.0,-1.48769,-0.132897
1138480.0,566059.0,1.31809,-2.77502
1055170.0,572457.0,1.22114,1.86515
29541.2,24785.3,-0.590757,-0.165849
431374.0,78886.2,2.38317,1.76161
363422.0,343562.0,0.335119,-2.61317
441916.0,131266.0,1.88334,1.22572
488166.0,409826.0,-0.606765,-0.108847
214046.0,175102.0,-0.652074,-1.61046
53101.7,52519.5,-0.0544987,-1.40695
373625.0,372061.0,-0.0868191,0.909282
1309620.0,1262460.0,-0.256225,0.0434539
39102.0,37627.3,-0.136758,2.47965
334594.0,110499.0,1.77162,-2.47551
244273.0,220284.0,-0.461798,2.46284
641790.0,200907.0,-1.82677,1.49558
996285.0,985096.0,-0.0183745,-1.90118
82292.6,78179.9,-0.281543,-1.9029
478921.0,449684.0,-0.356871,-2.86583
136494.0,31568.4,2.14245,-0.00222223
178595.0,158543.0,-0.465163,0.453133
84063.4,68910.9,0.638138,0.562058
501466.0,494561.0,0.0221823,0.428808
783001.0,604298.0,-0.750365,0.754684
315051.0,284123.0,0.457984,-3.02878
106818.0,55411.6,1.27044,-1.29782
506823.0,125799.0,-2.07033,-1.30057
603710.0,529412.0,0.512029,-2.3616
134401.0,30791.3,2.15124,-3.07016
162646.0,118292.0,-0.832258,0.236619
207187.0,164038.0,0.690559,-0.525415
167893.0,136113.0,0.663561,1.79535
42084.6,39010.2,0.354239,1.77586
870891.0,858684.0,0.0980349,-2.54641
707476.0,579191.0,-0.627039,-0.949247
102247.0,56158.5,1.20644,-1.26312
105167.0,79815.6,-0.766153,1.36849
522568.0,161254.0,-1.84161,-1.63708
32689.1,26312.4,0.679261,0.477752
318698.0,106836.0,1.75358,0.540052
942776.0,58809.0,-3.46663,-2.08318
80727.8,25412.5,-1.82092,1.0861
536648.0,535098.0,0.0395163,-2.43707
111780.0,24600.7,-2.1938,-2.20848
124291.0,74322.0,1.09428,-2.56931
207617.0,70832.5,1.73519,-1.97794
553974.0,419819.0,0.757721,-1.64345
621522.0,614484.0,0.00918661,-1.24438
895629.0,26566.5,-4.2108,0.114314
198358.0,51671.5,2.01973,-1.38183
124451.0,68535.3,1.20067,2.77808
157218.0,132616.0,-0.583672,2.36865
61737.2,41786.6,-0.925043,-1.47874
220658.0,180477.0,-0.649889,1.84535
140291.0,132921.0,-0.25918,-2.3293
858949.0,807201.0,0.348769,-1.77565
783912.0,110493.0,-2.64723,1.3316
865855.0,386971.0,-1.44413,-1.62571
78620.3,44706.6,1.16228,-1.07611
58918.3,49677.9,0.578162,-1.43813
276525.0,153909.0,-1.18708,1.78986
637291.0,592248.0,-0.377361,2.47907
705789.0,695427.0,-0.164553,2.37362
209285.0,198836.0,-0.315141,2.53389
1059470.0,662381.0,1.04277,-2.92868
102569.0,78438.6,0.754891,-0.114075
790187.0,22880.9,-4.23486,2.61042
89232.3,60233.1,0.93648,-2.17889
69041.1,65775.1,-0.172042,-3.0486
248419.0,182910.0,-0.817977,-0.458158
447592.0,422970.0,0.330554,-2.3633
72797.1,60504.1,-0.600689,-0.637355
951819.0,771225.0,-0.668351,-0.735821
25567.8,24515.1,-0.228696,-2.2934
55576.6,52022.0,-0.356907,0.473767
411396.0,342657.0,-0.554158,1.41712
117471.0,50733.2,-1.47942,-2.10724
973661.0,843490.0,-0.546554,2.40897
573238.0,433549.0,0.726896,-2.73407
37187.2,32201.4,-0.533285,-2.18715
1087600.0,88779.9,3.19686,2.1891
71425.4,58627.3,-0.616009,2.76203
125498.0,56449.7,1.43243,-1.35103
26192.9,25941.1,0.0672879,3.00465
29295.3,26579.0,0.38814,0.0433851
65615.0,42537.2,-0.979117,-2.55627
265632.0,39419.4,-2.59403,-2.20999
268420.0,161271.0,1.09528,-2.76025
47092.7,23463.3,1.31813,1.36957
302471.0,244624.0,0.673784,-2.86644
59391.1,38008.9,-1.01043,-2.71352
1652470.0,809360.0,-1.34005,0.081136
68911.1,52470.7,-0.762034,-0.44248
67167.8,62298.4,-0.363274,0.379358
391288.0,95887.4,2.08353,0.109856
76673.1,67792.8,-0.472246,-0.191817
99440.3,39926.8,-1.56233,-1.43704
179295.0,160002.0,-0.469417,3.0158
131696.0,61833.4,1.38583,2.67639
685565.0,499073.0,0.828756,2.31818
170277.0,155033.0,0.431732,2.92485
107215.0,101901.0,0.249374,0.553235
297193.0,276663.0,0.324151,2.1384
292806.0,253852.0,0.543734,1.89188
113487.0,112128.0,0.0153061,0.57283
2033280.0,2025490.0,-0.0391813,-1.67959
74223.5,29364.6,-1.57188,-2.44327
35201.6,34877.8,-0.0430749,2.86514
539954.0,349823.0,0.995677,-1.05516
28157.0,24755.0,0.510461,2.09059
1042570.0,856745.0,-0.641033,2.05713
349974.0,218054.0,1.04658,-0.779748
537858.0,313492.0,1.13402,-2.37802
83228.5,73687.0,-0.494146,-0.779888
226206.0,68359.1,1.86422,0.472361
82302.4,79094.6,-0.160524,1.21897
198566.0,76055.7,1.6087,-0.891996
962272.0,941897.0,-0.159373,3.07407
73086.4,33839.0,-1.40285,2.56473
66779.8,66425.2,-0.0465615,-2.34215
717143.0,68313.4,3.04195,0.500044
402596.0,395830.0,-0.153552,-2.77828
1195300.0,829189.0,0.906382,-1.99428
2876170.0,50208.0,4.74111,2.27648
195532.0,181808.0,-0.34041,-2.90925
259633.0,242204.0,0.306188,-1.88925
76361.2,23395.6,-1.84956,-1.8694
968489.0,639062.0,-0.95574,-0.656903
345179.0,334714.0,0.067689,-1.65227
53934.0,34279.5,1.01409,-2.11145
462829.0,378758.0,0.648428,3.02869
170725.0,166543.0,-0.0800076,2.83659
377373.0,25655.9,3.38037,0.164257
1017590.0,718694.0,-0.870835,-0.276409
560311.0,508107.0,-0.438737,-0.379579
1827160.0,734642.0,1.56066,0.277837
406894.0,170262.0,-1.517,2.93349
89270.1,25303.3,-1.93095,-2.11325
116385.0,109420.0,0.346696,0.820672
125128.0,90229.5,0.845898,-2.17184
229993.0,148672.0,0.982766,-0.787749
30977.5,27685.9,-0.428797,2.08742
199674.0,35852.0,2.40046,-1.71388
335103.0,137868.0,1.53453,1.32341
243600.0,80431.3,1.77213,-1.60159
633997.0,628499.0,-0.023841,1.40863
401038.0,295200.0,0.813743,-1.29712
1452750.0,68446.1,3.74774,-3.02368
951017.0,555441.0,1.13133,-1.97839
374516.0,42912.9,2.85628,0.869821
1183450.0,1165430.0,-0.128222,0.464862
550096.0,67975.4,2.78002,1.269
676587.0,565498.0,-0.611223,0.91399
146030.0,39405.8,1.98166,-2.38011
39651.9,32487.7,-0.643607,1.83275
366462.0,352799.0,-0.234221,-2.99691
531409.0,471270.0,0.438557,-2.17817
1006270.0,528687.0,1.25662,-2.18653
322968.0,99082.2,-1.84927,-1.24336
144543.0,62692.3,-1.47534,2.82519
830071.0,758571.0,0.427934,0.969091
59619.4,54838.0,0.343132,-2.10935
83018.7,58990.1,-0.865744,-2.36353
324060.0,275614.0,0.577617,-1.27501
44852.2,27095.5,-1.08343,1.62315
296539.0,287889.0,0.240913,0.876713
135098.0,54083.2,1.56319,-2.41161
77278.9,65826.1,-0.577983,2.09897
70399.0,64045.8,-0.4244,0.050803
31095.0,26172.4,-0.599234,-1.45354
821854.0,245465.0,-1.8783,0.640479
155531.0,69529.1,1.43835,-3.04868
982818.0,796378.0,0.668583,0.751787
286337.0,59257.9,2.25682,-0.985219
566946.0,27527.4,3.71762,0.281905
100931.0,96013.3,0.102464,-0.897444
1024950.0,1004600.0,0.126349,-1.80747
298276.0,233729.0,-0.703621,1.41255
256567.0,86257.4,1.75271,-1.7971
234908.0,163783.0,0.895528,-3.02283
316739.0,104645.0,-1.77088,1.60531
53044.6,40099.1,-0.764923,2.48841
149897.0,33465.3,2.1784,-0.502938
615066.0,77425.3,2.76157,2.34105
175496.0,161622.0,-0.388302,1.9439
79820.3,28039.8,-1.70522,-1.58652
258154.0,254590.0,-0.11354,2.39817
670655.0,616155.0,-0.414518,2.56574
88961.1,85093.4,-0.226877,1.77872
64400.7,29629.4,-1.40765,-2.17355
251432.0,134335.0,1.2383,-2.06706
304163.0,231970.0,-0.758819,2.58799
1044260.0,283177.0,1.97904,2.17764
121014.0,69925.7,1.13143,0.860105
681784.0,647656.0,-0.205584,2.87646
258928.0,242854.0,-0.279264,-0.222402
1535230.0,601722.0,-1.58227,0.749678
724568.0,707694.0,-0.199605,-1.70086
763818.0,674948.0,-0.485288,1.65885
1032320.0,936621.0,0.436685,-1.43713
1341680.0,1278460.0,0.306377,1.43497
292813.0,33885.0,2.84588,-3.03752
245878.0,171255.0,0.894174,0.424685
249850.0,57499.5,2.14795,2.13136
58655.9,57437.9,0.017137,0.655538
200798.0,179859.0,-0.475746,2.2772
240796.0,124377.0,1.27471,0.517517
104312.0,90767.5,0.532314,-0.455041
305316.0,34734.9,2.86335,-2.07531
160007.0,134899.0,0.577296,2.63555
79445.1,50857.5,1.0006,0.564715
399821.0,392639.0,0.161337,1.96767
252504.0,242780.0,0.266101,-2.20673
178486.0,136281.0,0.764085,-1.02476
1159750.0,835821.0,0.819758,0.337592
111256.0,33691.9,1.86052,-2.55149
307235.0,27512.6,-3.10397,-2.72727
135510.0,121888.0,0.465854,-1.77508
1061110.0,371374.0,-1.7089,-0.158553
90482.4,41780.3,-1.39741,0.73646
387742.0,23212.9,3.50776,-1.17321
114320.0,111090.0,0.118116,2.81339
36417.5,28109.4,0.720104,-1.67871
34909.0,25567.3,0.810238,1.05259
95568.6,41023.7,-1.48279,-0.858998
58730.1,46650.9,0.699158,-0.582121
393767.0,345622.0,0.514622,0.834722
1034810.0,56212.8,-3.60513,0.783015
406579.0,226784.0,1.185,0.908133
511186.0,446228.0,-0.522034,0.933583
261853.0,240381.0,0.417966,1.76221
181323.0,46433.5,2.0358,-1.01937
296899.0,287317.0,-0.188088,-1.42482
405205.0,301857.0,-0.80149,0.819374
924594.0,433305.0,1.38593,-0.507909
704854.0,132419.0,-2.35533,1.5826
242777.0,222246.0,-0.411539,-1.54357
928024.0,856092.0,0.397051,1.46331
657352.0,622767.0,0.321188,2.72621
700951.0,616924.0,-0.492079,-2.73783
1009820.0,865666.0,-0.565738,-0.595234
484899.0,190483.0,1.5858,1.97246
361815.0,83496.9,-2.1428,-1.32692
792741.0,772208.0,-0.0998576,1.19115
522824.0,411351.0,-0.716307,0.954073
275421.0,239555.0,-0.506084,-0.917532
439038.0,405690.0,-0.33598,-2.35797
40776.6,29681.1,0.817617,-0.727878
74875.2,55915.5,-0.797875,-0.363873
103322.0,40843.9,-1.57599,-3.09679
336476.0,235006.0,0.894875,-1.47337
994941.0,742267.0,-0.792349,-3.1329
784566.0,741665.0,0.229051,-2.31396
292737.0,163250.0,1.18573,-1.28571
766855.0,748964.0,-0.0302392,2.97816
128885.0,32846.3,2.04012,0.865846
1048120.0,917757.0,0.520076,-1.1514
83187.5,82181.3,-0.0492997,-1.50334
232802.0,38943.7,-2.47358,1.84342
98652.7,92946.5,-0.333136,3.05934
86786.1,24865.3,-1.92039,2.76554
321412.0,246763.0,-0.751125,0.595971
69200.0,43255.9,1.04077,1.6554
181928.0,33170.8,2.38459,-2.47816
393393.0,31434.2,-3.21833,0.122687
420369.0,336931.0,-0.683566,2.38237
280093.0,55224.5,-2.3067,-2.54538
923316.0,564643.0,1.07355,-3.03166
363482.0,350668.0,0.204442,-1.41759
425203.0,349044.0,-0.644003,-2.78713
108957.0,102062.0,-0.343075,-2.57358
298817.0,213855.0,-0.848129,-1.12238
613547.0,192591.0,1.82429,0.555254
727654.0,555065.0,0.762569,0.372448
113247.0,39600.8,-1.70474,-1.4588
1263550.0,34791.7,4.28524,1.20903
371121.0,245235.0,0.958408,0.545226
111590.0,111048.0,-0.0912519,-1.49588
63467.7,61953.2,0.194449,1.85441
58302.9,36584.5,-1.0292,2.2036
81347.6,73407.1,-0.452124,1.36363
400002.0,394916.0,0.140905,2.83308
669926.0,658084.0,-0.176933,2.05764
1360090.0,411555.0,-1.86457,0.246438
711124.0,246783.0,-1.71516,-2.48948
153988.0,131419.0,0.568355,-2.15082
120865.0,115908.0,-0.233812,0.337633
48170.0,30802.5,0.990366,-2.49823
947175.0,50566.4,-3.62258,1.61993
585709.0,555713.0,-0.273264,0.759675
151001.0,116321.0,0.751234,-0.950391
1017500.0,176925.0,-2.4347,2.08782
265270.0,32603.2,2.7853,0.915776
73697.3,73541.9,0.0526287,-0.310768
965804.0,93393.3,-3.0268,0.235121
248649.0,236226.0,-0.300489,2.52447
133607.0,24224.2,-2.39122,1.66705
797871.0,747394.0,-0.364026,1.86134
134730.0,41575.4,-1.8422,-0.867577
162827.0,25721.9,2.53044,-0.0105304
93438.1,41849.3,-1.43648,-2.02622
390708.0,384017.0,-0.150175,-0.50079
484543.0,465654.0,-0.246673,2.26162
653436.0,591721.0,-0.440897,-1.08079
41470.5,29100.3,-0.889315,-1.98051
64439.5,52677.8,-0.650532,2.04929
443487.0,324676.0,0.827897,2.22199
197317.0,143885.0,0.821194,1.50839
125827.0,87930.0,-0.889457,0.40995
474713.0,344218.0,0.832997,-0.519657
215067.0,60345.1,-1.94124,-1.13427
143333.0,56021.1,-1.58899,1.76794
251680.0,211420.0,-0.58841,-1.11884
1007660.0,835747.0,-0.627501,-1.96871
781300.0,52624.9,-3.38976,-1.1017
185135.0,153413.0,-0.625783,-2.12036
439292.0,275893.0,-1.04017,0.512988
98296.3,96713.0,0.123473,0.234153
863328.0,640868.0,0.797684,2.64874
246478.0,191089.0,-0.725971,2.28228
69626.0,68436.9,0.103524,0.371688
35991.5,34076.1,-0.211531,0.763498
465653.0,447776.0,-0.0782121,0.202952
1172810.0,1099530.0,0.356221,0.324339
82502.4,25108.0,1.85249,-0.609413
317394.0,57987.0,-2.38393,-1.28713
387319.0,121132.0,1.82542,1.86664
76113.6,54718.7,-0.831211,1.654
615787.0,439186.0,-0.855105,1.60632
242208.0,222480.0,-0.402252,-2.53571
69574.5,23500.1,-1.74708,2.01056
1011950.0,510134.0,-1.30733,-1.46074
63795.1,45721.6,0.85,-2.16192
242238.0,25255.0,2.95118,-0.808384
97576.5,70072.8,0.851898,-2.02412
68422.1,32295.2,-1.36935,1.44951
250097.0,40414.5,-2.50899,0.437389
905439.0,718360.0,-0.687932,-2.2526
879987.0,492624.0,-1.18212,-1.64346
1546960.0,343689.0,2.18393,-2.90933
250887.0,28165.7,-2.8765,-0.43624
124942.0,35971.6,1.91398,-2.0946
817855.0,746914.0,-0.402306,0.930303
97077.3,76671.0,0.707529,-0.763769
82993.9,52381.3,1.02382,1.29431
27227.9,25729.3,0.324366,-0.155448
323930.0,306454.0,-0.310947,2.96101
115521.0,25107.0,2.20521,-0.3961
72520.6,67087.8,0.386952,-2.66344
244045.0,45258.0,2.36814,0.317522
262102.0,29217.9,-2.88372,0.874665
963742.0,804044.0,0.601351,2.93748
482978.0,452222.0,-0.348229,0.682957
510141.0,487573.0,-0.0185786,-1.47444
219074.0,43118.4,2.30763,-2.77986
46617.5,45739.8,0.128483,-0.0684621
115226.0,43493.4,-1.62475,0.463616
60560.1,40928.0,0.938894,2.36705
404176.0,111305.0,1.96039,1.29092
247374.0,59827.4,2.09648,-2.21904
699848.0,626195.0,0.477854,-0.767937
582336.0,158609.0,1.9732,3.0925
895814.0,511164.0,1.15916,1.52
1196740.0,1117240.0,0.167219,-0.37277
745917.0,503749.0,-0.944517,0.384489
769034.0,477647.0,-1.0537,1.14409
123077.0,110121.0,0.465634,-1.34694
201550.0,31701.1,-2.53633,-0.825425
1116550.0,27429.9,4.39935,2.69492
58257.8,26272.3,1.43141,2.91157
173634.0,75697.3,-1.4719,1.64586
537593.0,72537.0,2.69078,-2.02911
29117.2,24360.7,0.585249,1.40666
1185370.0,358834.0,1.86044,2.12427
458849.0,166405.0,1.67185,-2.59696
146507.0,28509.4,2.31882,0.409247
49541.8,48896.7,-0.0902937,2.19592
531129.0,77355.4,-2.61409,0.753763
71290.5,65180.2,-0.363462,0.083358
78232.4,36026.6,-1.40867,2.88743
662043.0,286836.0,-1.47812,-0.594146
264368.0,262539.0,0.0656825,-2.43277
110649.0,35034.1,-1.81462,0.296629
159586.0,81192.0,-1.29135,-1.12407
115929.0,62500.9,1.22738,0.651238
239933.0,105292.0,-1.45813,2.78061
72927.0,27251.4,1.63992,1.61562
78298.7,27623.7,-1.69672,3.12991
178252.0,51725.9,1.90743,3.00491
85521.4,28502.2,1.76185,-1.84187
223509.0,86025.9,-1.60569,0.40141
638775.0,539114.0,0.596259,-0.20122
620326.0,25519.5,3.88345,-1.80577
144418.0,113602.0,-0.719312,1.13009
53643.5,34936.9,-0.976397,1.98914
47068.8,38074.3,-0.673306,2.60217
233866.0,41221.7,-2.42065,-1.80707
205371.0,194090.0,0.275143,1.06366
75819.7,33468.1,1.45642,-1.82841
105558.0,61268.9,1.1371,2.89007
532866.0,526893.0,0.132369,0.957191
718763.0,459723.0,1.01588,2.14922
38286.9,26450.8,0.906351,-1.94498
140889.0,119551.0,-0.581237,-1.84781
494787.0,457638.0,-0.373767,-1.45444
556250.0,282092.0,-1.29563,-1.04837
46680.7,36392.0,0.714754,0.743682
354261.0,91924.3,2.02394,2.85618
53092.4,43845.5,-0.629617,-2.20325
2394730.0,127614.0,-3.6244,-2.19946
2047370.0,897538.0,1.46515,-0.982891
268085.0,24702.6,3.07524,-0.560486
187453.0,82129.6,1.46493,-3.10568
264790.0,130786.0,1.3279,-1.83743
1407410.0,40147.4,4.24988,2.28767
166171.0,55365.7,-1.76103,0.145036
76213.2,24177.9,1.81154,2.15794
212187.0,43992.4,2.25499,-2.27272
55825.6,39147.2,0.890862,-0.402828
35303.1,35059.3,-0.0562598,1.75489
641205.0,576127.0,-0.467552,-1.19669
1076070.0,785376.0,-0.832435,-1.85169
83405.1,82210.1,0.124966,-1.31733
395360.0,386246.0,-0.18899,2.32009
416799.0,338435.0,-0.655126,0.655826
408069.0,29685.4,3.3124,-0.818904
386591.0,382056.0,-0.0372271,1.19531
257453.0,234997.0,-0.388762,-1.61227
42698.2,28737.6,-0.929674,-2.99013
245038.0,238497.0,0.164403,0.720571
49935.5,48388.6,0.0581793,-0.865062
807535.0,569883.0,-0.84816,-2.45329
214097.0,25754.3,-2.80686,-2.1431
343990.0,33574.3,3.01741,1.67138
462800.0,462359.0,-0.0170162,2.45733
1069920.0,569962.0,1.23638,0.560395
30020.1,28507.7,0.0312355,-1.14067
84050.3,25652.2,1.85301,-2.38354
368875.0,159159.0,-1.48143,-0.708827
127898.0,120973.0,-0.246148,-3.01086
65183.9,30665.4,-1.37747,-2.22756
150859.0,70202.9,1.38783,-2.47759
115250.0,68764.3,-1.10105,-1.10999
495404.0,66654.6,-2.69411,0.867236
815036.0,34923.4,3.84274,-2.28556
694961.0,667648.0,-0.258156,0.170879
1040630.0,1038260.0,0.0468369,-0.276541
721034.0,662775.0,-0.339812,1.35393
78836.5,57854.9,0.816,-1.30149
274169.0,42190.4,2.55702,0.51257
92763.8,39334.6,-1.50119,3.06491
63669.1,59143.4,0.356032,-2.63605
87067.8,34474.4,1.57361,-2.55474
128560.0,81143.3,1.03205,2.24753
77276.3,66347.7,0.538999,-0.118432
1025290.0,1017850.0,-0.074547,-1.80089
1738870.0,203336.0,2.83579,0.127178
153144.0,25462.1,2.47906,-1.41523
476133.0,404384.0,0.583053,-3.06661
62731.9,45639.1,0.826528,-1.22824
304584.0,40066.5,-2.71669,0.736142
115890.0,33545.4,-1.9089,-2.71469
825030.0,291520.0,1.69759,-2.57923
1497240.0,220515.0,-2.60264,2.22301
126066.0,50737.6,1.5581,-2.09293
616966.0,605641.0,-0.187642,-1.15957
614238.0,296570.0,1.35469,-0.864285
517809.0,24198.6,3.75584,-2.69057
302986.0,262931.0,0.527715,2.91732
149818.0,48210.7,-1.79873,-1.6682
1702520.0,1503180.0,-0.495192,1.53139
403753.0,383923.0,0.295412,1.14324
631133.0,580476.0,-0.380952,0.542323
130934.0,126025.0,-0.249815,-0.714083
86187.5,42704.2,1.31764,-0.325393
27720.0,24313.8,-0.420415,0.290536
186595.0,149969.0,0.665765,-0.777774
103467.0,93176.0,0.454556,-1.93224
79455.8,62892.5,-0.690898,1.08934
1387140.0,1231980.0,0.45978,-2.28425
139670.0,118786.0,0.582375,-1.27909
60349.1,35554.7,-1.10887,-1.47832
215418.0,55080.1,-2.03989,-2.03879
70759.2,59487.3,-0.593338,-3.10981
160219.0,145604.0,0.429379,0.730844
257688.0,254979.0,0.0896416,-2.78329
37608.8,30232.8,-0.67757,-0.601901
88128.0,50678.7,1.1431,-1.8563
58690.8,28261.9,-1.34916,2.98972
68127.5,27647.9,-1.5446,-1.5865
300426.0,183371.0,1.0737,2.78113
471461.0,346319.0,-0.811614,-2.87776
560560.0,474260.0,0.581363,-2.4454
345625.0,272227.0,0.706699,2.78153
160827.0,56523.8,1.70439,3.06743
898538.0,838938.0,0.362684,3.09596
945692.0,879044.0,0.382791,0.214953
154162.0,65994.3,1.48451,-2.13071
296354.0,286581.0,0.222281,1.97505
118175.0,113307.0,-0.260705,2.30084
1877850.0,625423.0,1.76244,1.29579
481652.0,56419.5,2.83368,-1.35748
82668.3,46016.6,-1.18691,2.86478
821757.0,625966.0,0.762356,1.34361
335447.0,48416.9,-2.62309,-0.849335
309816.0,133104.0,-1.48597,-0.476769
404463.0,27266.9,-3.38874,-1.29319
284928.0,280752.0,-0.0885573,2.59348
1660500.0,476244.0,1.92011,-2.71321
483015.0,452735.0,-0.357015,-2.68806
550467.0,27297.7,-3.69643,1.49633
91461.3,31665.6,1.71781,-0.735584
1033750.0,821522.0,0.684302,1.14325
360227.0,304585.0,0.590129,2.95573
255481.0,28527.5,-2.88196,-1.46191
244655.0,47813.8,2.31512,-0.228425
41932.5,29162.7,0.894991,-0.353083
48616.3,48344.7,0.0611373,-1.2093
227030.0,178593.0,0.709361,2.4552
600864.0,256311.0,-1.49479,-1.08382
65331.1,50995.7,-0.709546,0.245231
112904.0,76820.4,0.926203,0.268523
275474.0,205114.0,0.802794,-1.61262
2012800.0,926080.0,-1.41168,-2.06501
1265090.0,401453.0,-1.81434,-0.554689
63392.1,60510.2,-0.283411,1.79104
580966.0,527281.0,0.424593,0.792525
378215.0,129257.0,-1.73102,-2.93053
421281.0,188296.0,1.44285,-1.02508
372463.0,360531.0,0.190889,-0.0114971
244148.0,99264.2,-1.54663,1.50949
1359570.0,761238.0,-1.17395,2.9897
621308.0,453069.0,0.834759,-1.16813
62538.5,60868.4,-0.168718,-2.2886
98247.1,92204.2,0.30597,-2.4264
838558.0,755976.0,-0.45548,-1.46118
53289.0,30182.7,-1.1552,2.0928
526069.0,237780.0,1.43116,-1.60201
676382.0,129019.0,-2.34038,0.271615
1847410.0,211067.0,-2.85902,2.62409
713369.0,555666.0,-0.689918,-0.989772
129532.0,106552.0,-0.564075,-0.889004
94320.6,24775.2,2.0091,-0.217515
76052.5,27977.5,1.65511,2.98252
442592.0,421073.0,-0.258943,2.8975
177834.0,75303.6,-1.50112,1.70501
494647.0,35061.0,3.33847,-3.11824
620183.0,542924.0,-0.52426,-0.834806
175102.0,136342.0,0.729494,2.18645
190625.0,128783.0,0.941305,0.870907
122705.0,37088.9,1.86275,0.514834
389576.0,307289.0,-0.689735,0.651393
1196720.0,769974.0,-0.98273,2.0366
194018.0,164135.0,-0.572557,-2.63083
549614.0,145721.0,2.00179,0.00757233
493663.0,404533.0,0.650716,-0.261855
1149980.0,459574.0,-1.5665,2.02338
160256.0,56425.7,-1.69959,0.548395
706767.0,472021.0,0.93895,-0.00535437
683269.0,682166.0,-0.0440641,1.30254
46818.1,42727.3,-0.395987,-1.12685
477815.0,353254.0,-0.805016,-2.96292
596346.0,564590.0,-0.323302,1.66616
35261.6,34322.3,-0.21108,-2.23544
67472.6,36324.2,1.22086,0.203556
331935.0,77935.5,2.12766,-2.40131
91324.4,34554.0,-1.62453,-1.23679
205172.0,49542.8,2.09784,-1.44
1202340.0,1159910.0,-0.251281,0.03962
548656.0,497755.0,-0.423358,0.790051
123365.0,93372.3,-0.767926,-2.75123
141579.0,83115.7,1.11861,-1.85322
141751.0,109820.0,-0.698785,1.57474
537148.0,533275.0,-0.0189647,2.52118
401249.0,399840.0,0.0118847,-1.18351
133211.0,28395.6,2.22672,-1.14943
694458.0,336538.0,-1.35034,-0.308437
185110.0,24056.5,2.72881,-1.72404
903912.0,699277.0,0.739714,-1.07127
142445.0,55013.4,-1.6031,0.981175
54595.4,50572.8,0.334658,-0.537177
193865.0,44825.7,-2.14231,-0.965933
410157.0,125568.0,-1.85232,-2.19223
1829840.0,752372.0,1.53579,-2.03073
36927.2,28627.3,0.718472,0.485693
398199.0,162223.0,-1.54159,-2.71877
300316.0,54145.0,2.39789,1.11135
35405.8,32841.9,0.386022,-0.137844
48658.6,38830.2,-0.649276,-1.96354
463975.0,392925.0,0.587624,0.780978
75287.4,44580.8,1.09222,0.881617
146866.0,52237.3,-1.69235,2.69816
348026.0,138940.0,-1.56704,-2.69519
168166.0,50065.5,1.87995,-2.3068
831144.0,767726.0,0.398969,-0.196474
1082720.0,826885.0,0.734961,3.07136
66599.8,38806.2,-1.1346,0.853222
48716.2,47926.3,0.135323,-0.811528
606347.0,421480.0,0.887511,1.95759
461190.0,176321.0,1.61465,-2.72319
54577.3,43346.3,0.688484,-1.47033
193308.0,116515.0,-1.09138,2.96631
1362190.0,28297.2,4.56713,-2.33494
968997.0,97654.5,-2.98515,-0.175196
126099.0,121191.0,0.247977,-2.78757
519138.0,499972.0,0.271927,-3.05608
101034.0,67632.0,-0.949052,-1.45474
94165.2,57240.3,-1.07366,-2.22024
348149.0,163612.0,1.38631,-0.725001
51568.6,38352.4,0.789939,-2.79706
227074.0,179710.0,-0.6979,0.866152
123125.0,121442.0,0.0418323,-1.01482
